MAL_ID,Name,Type,Producers,Studios,Source,Rating,Popularity,Final_Score,Genre+Synopsis,Cluster
335,Matantei Loki Ragnarok,TV,"TV Tokyo, Rakuonsha",Studio Deen,Manga,PG-13 - Teens 13 or older,2779,5.259204166666667,"Due to a lack of ambassadors for the recently-conquered worlds the rapidly advancing fleet of the Bebaus brothers leave behind, Lafiel is appointed Territorial Ambassador of the planet Lobnas II. Upon arriving to the planet Jinto and Lafiel discover that the planet was used by the United Mankind as a prison planet and now has a million prisoners on the only inhabited island. The prisoners are parted in three blocks. The western where women are housed, the eastern belongs to the men and the central is mixed under the restriction that all prisoners living there are sterilized. The women in the western sector want to emigrate from the planet of fear for the men and when they do the men in the east rebel, overthrowing the guards and capturing Jinto to try to stop the emigration of the women. At the same time an enemy fleet heads toward the system forcing Lafiel to abandon Jinto. (Source: ANN)|Action, Military, Romance, Sci-Fi, Space",3
336,Ginyuu Mokushiroku Meine Liebe,TV,Rondo Robe,Bee Train,Visual novel,PG-13 - Teens 13 or older,4629,0.5426941311100212,"Jinto and Lafiel were riding on a light-armed transport ship ""Bokbrusue"" and navigating at the planar space of the Hyde System. This was for Jinto to govern the Hyde System, which returned to Empirial rule after the Union retreated, officially as an Earl. However, the government of Martin, Jinto`s motherland, resisted obstinately against the Empirial rule. On the other side, ""Daiichi Jyuurin Sentai"" (the First Devastation Fleet), formed with the new ship type ""Attack Vessel"", travelled to the Hyde System for drilling practices, but... (Source: ANN)|Action, Military, Romance, Sci-Fi, Space",3
337,Psychic Academy,TV,"Starchild Records, GANSIS",E&G Films,Manga,PG-13 - Teens 13 or older,4910,0.5601058790749511,"compilation of the Seikai no Senki Tokubetsuhens series with additional footage.|Action, Military, Romance, Sci-Fi, Space",3
338,Versailles no Bara,TV,Nippon Television Network,Tokyo Movie Shinsha,Manga,PG-13 - Teens 13 or older,1832,105.12878640776701,"Gene Starwind has always dreamed of piloting his own ship out into the vast sea of stars. Unfortunately, not all dreams come true, as he spends his days working odd jobs alongside his partner, James Hawking, on the small planet Sentinel III instead. However, this all takes a turn when the duo takes on a job from Rachel Sweet who, unbeknownst to them, is actually a treasure-hunting outlaw. Tasked with protecting a mysterious girl known as Melfina, the meeting irrevocably changes the pair's lives as they are sent out into the great unknown aboard the highly advanced ship, Outlaw Star. Seihou Bukyou Outlaw Star follows Gene and his ragtag crew as they brave the final frontier, navigating the stars in search of answers to the mysteries surrounding Melfina. Encountering dangerous bounty hunters, space pirates, Taoist mages, and even catgirls, there is sure to be an exhilarating adventure around every corner.|Action, Sci-Fi, Adventure, Space, Comedy",3
339,Serial Experiments Lain,TV,"TV Tokyo, Geneon Universal Entertainment, Genco, Pioneer LDC, TV Tokyo Music, Fujipacific Music",Triangle Staff,Original,R - 17+ (violence & profanity),255,336.82913555992144,"Kaoru goes to the harbor every day to see if Kenshin has returned. After a while, she starts looking back at her life with Kenshin and all the things that have happened. (Source: ANN)|Romance, Samurai, Historical, Drama, Shounen",5
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,TV,"TV Tokyo, Sotsu, Marvelous, Media Factory",Studio Comet,Manga,PG-13 - Teens 13 or older,3579,6.064191842900302,"fter losing his mother, 14-year-old Taro journeys to Tokyo to live with his grandfather. But he gets the biggest surprise when he discovers that his grandfather's home is a huge mansion with hundreds of beautiful maids ready to serve him. Making matters worse (at least for Taro, but not for our viewing) is that not only does he inherit the Hanaukyo mansion, he gets the services of all of the maids 24 hours a day, 7 days a week. (Source: ANN)|Comedy, Ecchi, Harem, Romance",5
341,Spiral: Suiri no Kizuna,TV,"TV Tokyo, Aniplex, Sotsu, SME Visual Works",J.C.Staff,Manga,PG-13 - Teens 13 or older,2340,6.906947162426614,"The kingdom of Metallicana is under attack from the Four Lords of Havoc. This party of villains—ninja master Gara, deadly thunder empress Nei Arshes, cold and calculating Kall-Su, and enigmatic dark priest Abigail—will stop at nothing to get what they want, even if it leaves utter destruction in their wake. High Priest Geo is desperate to help save the kingdom and its people. He unleashes the mighty wizard Dark Schneider, a man who used to be an ally of the villains. Unfortunately, Dark Schneider has his own plans in mind. Will he stop the Four Lords of Havoc or join them in their conquest of the world?|Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",2
342,Starship Operators,TV,Geneon Universal Entertainment,J.C.Staff,Light novel,PG-13 - Teens 13 or older,4346,1.2281960032849712,"Teropterids are evil beasts which pose as humans and live only to drink human blood. Fortunately for the human world there are groups dedicated to destroying them. A brooding and mysterious girl named Saya is the best teropterid slayer there is, and now, in 1960s Japan, she is sent to a U. S. army base which may be infested... (Source: ANN)|Horror, Supernatural, Vampire",1
344,Futatsu no Spica,TV,NHK,Group TAC,Manga,PG-13 - Teens 13 or older,5177,1.4862192723697147,"h reports of monsters terrorizing the reactor at Mount Nibel, the Shinra Electric Power Company dispatches their elite fighting force SOLDIER to investigate. Accompanied by fellow SOLDIER First Class Zack Fair and a small contingent of company guards, the war hero Sephiroth is to assess the condition of the Mako reactor at the behest of the company. In Nibelheim, the village that the reactor powers, Sephiroth discovers the source of the monsters and the origins of Shinra's legendary Jenova Project. Running through the woods months later, Zack is no longer the hero he once dreamt of becoming. He flees from the General Affairs Department of the Shinra Electric Power Company, better known as the Turks, who desperately seek to bury the evidence living within the two.|Action, Adventure, Drama, Fantasy, Sci-Fi",2
345,Eikoku Koi Monogatari Emma,TV,"Pony Canyon, TBS, Toshiba Entertainment, Fuji Creative",Studio Pierrot,Manga,G - All Ages,2434,13.258404740200547,"Van, a lanky and apathetic swordsman, is on a journey to kill the murderer of his fiancé. The only characteristic he has to go by is that the murderer has a claw for an arm, hence the murderer being referred to as The Claw Man. During his travels, Van happens to pass through the city of Evergreen, which is defending itself from bandits who aim to rob the city of its treasury. It is in this city that Van meets Wendy Garret, a timid young girl who is looking for her kidnapped brother. When the city pleads for Van's assistance to defend it, he refuses, claiming it has nothing to do with him and thus leaves the city on its own to deal with the peril. Soon after, Van comes across the raiding bandits himself and they eventually tick off the swordsman to a degree where he takes action against them for his own personal vendetta. Surprisingly, Van learns that the bandits had ties with The Claw Man, and in kidnapping Wendy's brother for a reason they did not disclose. After the bandits are dealt with easily, Van and, much to his chagrin, Wendy continue the journey in search of The Claw Man. Little do they know, however, that The Claw Man is involved with something more atrocious than either could fathom.|Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",2
347,Wild Arms: Twilight Venom,TV,"Aniplex, WOWOW",Bee Train,Game,PG-13 - Teens 13 or older,5760,0.45771909233176833,"Several months after a probe returning from Mars burns up during reentry, strange creatures dubbed ""Ancients"" begin to appear throughout Tokyo. Aggressive and dangerous, they cannot be killed with ordinary weapons. As scientists struggle to find the cause of their sudden appearance, the monsters wreak havoc across the world. Humanity finds hope in the form of the MARS suit—a new weapon developed to take down these enemies. The suit, however, can only be worn by those with specific DNA. Enter Takeru Hinata, an ordinary teen with a troubled past and one of the few capable of piloting the only weapon against the Ancients. With the help of the AAST, a special police force established to defeat the dangerous creatures, the young man battles against demons both personal and global whilst trying to discover the true nature of Earth's new aggressors.|Sci-Fi, Horror",1
348,Binzume Yousei,TV,"Hal Film Maker, Genco, Starchild Records",Xebec,Original,G - All Ages,3995,0.9293529507397171,"Join in the adventures of the quirky Yamada family—from the hilarious to the touching±brilliantly presented in a unique, visually striking comic strip style. Takashi Yamada and his wacky wife Matsuko, who has no talent for housework, navigate their way through the ups and downs of work, marriage and family life with a sharp-tongued grandmother who lives with them, a teenage son who wishes he had cooler parents, and a pesky daughter whose loud voice is unusual for someone so small. Even the family dog has issues! (Source: Disney)|Slice of Life, Comedy",5
350,Ojamajo Doremi,TV,Asahi Broadcasting,Toei Animation,Original,G - All Ages,2562,5.896643535427319,"great evil is sweeping over the realm; an evil that the young swordsman Roan and his life-long companion, the acolyte Yufa, must face head on! For these two travel toward their destiny, from the highest towers to the depths of the underworld, through forest and desert alike. With an ever-growing cast of fellow heroes, fate will grasp these travelers by their very souls and propel the band of skilled adventurers towards a noble end. Or ignoble, if they don't watch their step! Monsters are afoot and the way rife with danger and magic, the path forward may be unclear... But where will is strong, there is a way! Lessons wait in the depths of darkness, and good must prevail. The journey starts now! (Source: FUNimation Entertainment)|Action, Magic, Fantasy",1
351,Ojamajo Doremi Sharp,TV,Asahi Broadcasting,Toei Animation,Original,G - All Ages,4084,3.535049042503503,"In the year 1600, at the fog-covered battlefield of Sekigahara, a fierce battle was waged by two exemplary swordsmen. One was Kyoushirou Mibu, a skilled and noble warrior in possession of the unique powers of the Mibu Clan. The other was the thousand-man slayer, with eyes and hair the color of blood, ""Demon Eyes"" Kyou. Their legendary clash was cut short when a meteor from the heavens fell down upon that battlefield, leaving both to vanish in its wake. Samurai Deeper Kyou begins four years after that battle, when a gun-wielding bounty hunter by the name of Yuya Shiina hunts down Kyoushirou—now a perverted, traveling medicine-man who has built up a large debt. On her way to claim his bounty, they are attacked by an inhuman monster that seeks to devour Kyoushirou. This encounter awakens ""Demon Eyes"" Kyou, whose mind has been trapped inside of Kyoushirou's body ever since that fateful battle. Thus begins a grand tale of legendary two swordsmen and the discovery of their secrets.|Adventure, Comedy, Historical, Supernatural, Samurai, Shounen",1
352,Motto! Ojamajo Doremi,TV,Asahi Broadcasting,Toei Animation,Original,G - All Ages,4048,3.35269621421976,"Deep in the Ararat Mountains of Turkey, a secret organization known as ARCAM has found what is believed to be Noah's Ark. However, the U.S. Machine Corps., a rogue organization of the Pentagon, wants to take over the Ark as a means of global supremacy. Only a special ARCAM operative known as a Spriggan stands in their way. Japanese Spriggan Yu Ominae teams up with French Spriggan Jean-Jacques Mondo to combat members of the U.S. Machine Corps. led by Col. MacDougall—a genetically-enhanced boy with deadly psionic powers. However, they must act fast and stop MacDougall before he uses the Ark for his own agenda. (Source: ANN)|Adventure, Military, Sci-Fi, Shounen",2
353,Ojamajo Doremi Dokkaan!,TV,Asahi Broadcasting,Toei Animation,Original,G - All Ages,4525,4.253778979907264,"The Earth has developed a defense system against large meteorites that are on a collision course with it. This protection system is made up of the Comet Blasters based in several space stations as the 1st line of defense, using nuclear warheads launched by spaceships. The 2nd line of defense consists of the Meteor Sweepers launching from ground airbases using hypersonic planes with special missiles to deal with the resulting debris from the blasts. Mikaze is a troubled girl that is a trainee pilot for a Meteor Sweeper team that dreams of becoming a prestigious Comet Blaster pilot. Stratos 4 revolves around Mikaze's and her teammates' challenges to become real pilots, while the Earth faces the threats that come from space. (Source: ANN, edited by Falre)|Comedy, Military, Sci-Fi, Shounen",3
354,UG☆Ultimate Girls,TV,m.o.e.,Studio Matrix,Original,R+ - Mild Nudity,5317,0.29329505205538264,"fter successfully returning to Earth on the renovated Stratos 4, the four main characters are visited by the Comet Blasters Chizuru Kubo and Annette Kerry, who bring them a shocking video. Meanwhile, Orbital Station 7 is in serious trouble... This two-episode OVA comes between the first and second seasons. (Source: ANN, edited by Glenn Magus Harvey)|Comedy, Military, Sci-Fi, Shounen",3
355,Shakugan no Shana,TV,"Geneon Universal Entertainment, ASCII Media Works, Toshiba Entertainment, Cosmic Ray, Showgate",J.C.Staff,Light novel,PG-13 - Teens 13 or older,279,124.58476653696499,"Having failed the Comet Blaster exams mysteriously, Mikaze and her friends are sent back to the Shimoji Island base, where, with three new Meteor Sweeper trainees around, they have been promoted to instructor positions. Meanwhile, more comets are on their way to Earth, and the mysteries behind the rift in the Cosmic Emergency Management Agency—as well as the alien parasites—begins to unravel.|Comedy, Military, Sci-Fi, Shounen",3
356,Fate/stay night,TV,"Geneon Universal Entertainment, Frontier Works, TBS, KlockWorx, Notes",Studio Deen,Visual novel,R - 17+ (violence & profanity),119,155.31660780669145,"If you're in a big trouble, call the World Welfare Work Association or WWWA. They will send out a team of highly trained capable agents called Trouble Consultants who can solve your problems. But if the team they send you is the Dirty Pair, there will be a lot of collateral damage aside from solving your problems. (Source: AniDB)|Adventure, Comedy, Police, Sci-Fi",2
357,Bokusatsu Tenshi Dokuro-chan,OVA,"Geneon Universal Entertainment, Showgate","Hal Film Maker, Nomad",Light novel,R - 17+ (violence & profanity),884,14.77661865189289,"Kubota Makoto and Tokitoh Minoru (characters from Kazuya Minekura's manga Wild Adaptor—though no reference is made to the darker storyline of WA in this light-hearted anime)—are the muscle of their high school's all-powerful student council. They defend the student body from disorder—generated by both humans and demons—while avoiding their classes. (Source: ANN)|Comedy, Sports, Shounen Ai",6
358,"Iriya no Sora, UFO no Natsu",OVA,Happinet Pictures,Toei Animation,Light novel,R+ - Mild Nudity,3392,2.5273986394557824,"continuation of the events from Final Fantasy V. 200 years after Bartz and his friends saved two worlds from the threat of ExDeath, a threat arises and seeks to take the Crystals for itself. Linaly, a descendant of Bartz, and her friend/protector Prettz journey to the Temple Of Wind to seek the source of this new danger. (Source: ANN)|Action, Adventure, Comedy, Fantasy",2
359,I'll/CKBC,OVA,"Aniplex, SME Visual Works",M.S.C,Manga,PG-13 - Teens 13 or older,6682,0.27135190020307515,"The Kaleido Stage is known throughout the world for captivating audiences with its amazing acrobatics, innovative routines, and extravagant costumes and sets. It is a place for guests to believe in magic, and Sora Naegino wants nothing more than to be a part of that magic—by becoming an acrobat for the famed circus herself. To realize her dream, she travels from Japan to California to audition for a place in the group. However, Sora learns that she needs much more than her natural talent to bring joy to the faces in the crowd. She quickly discovers just how difficult it is to be a professional performer where the stakes—and the stunts—are higher and mistakes spell danger! To put on performances worthy of the Kaleido Stage, she will need to endure rigorous training, unconventional assignments, fierce competition, and the antics of a mischievous spirit named Fool. Can Sora reach new heights, make new friends, conquer her fears, and surpass her limits to become a Kaleido Star?|Comedy, Sports, Drama, Fantasy, Shoujo",5
360,Himiko-den,TV,"Rakuonsha, Studio Jack, Amuse, Hakuhodo, Mitsubishi, Panasonic Digital Contents",Group TAC,Game,PG-13 - Teens 13 or older,6415,0.2346741102581996,"Sora Naegino has finally consolidated herself as Kaleido Stage's greatest star ever, and a new star starts to shine as Rosetta Passel is selected to participate in the next attraction in a main role. But when things start to go wrong in the rehearsals, Rosetta starts to question her abillity to take the role, as her own capacity to remain in Kaleido Stage. Meanwhile, Fool also struggles with his demons from the past.|Adventure, Comedy, Sports, Drama, Shoujo",5
364,Gallery Fake,TV,"TV Tokyo, Aniplex","TMS Entertainment, Tokyo Kids, Minami Machi Bugyousho",Manga,PG-13 - Teens 13 or older,4630,1.8335940298507463,"Iria is the story of a girl and the Alien being she loves to hate. The series begins with her brother, Gren, taking a job. He is a bounty hunter, and one well known for his incredible skill. Iria, being a skilled apprentice bounty hunter herself, tags along. What is the job, one might ask. It is to find out what has happened to the crew and cargo of a Space Station. Needless to say, nothing is as it seems, and the war between Iria and Zeiram begins in earnest.|Action, Adventure, Space, Sci-Fi",3
366,AIKa,OVA,Bandai Visual,Studio Fantasia,Original,R+ - Mild Nudity,3152,1.291226358986559,"Hikaru Shidou, Umi Ryuuzaki, and Fuu Hououji are strangers brought together by fate when they meet during a seemingly normal field trip to Tokyo Tower. Accompanied by a great flash of light, they hear a mysterious woman's plea to save ""Cephiro,"" and the junior high heroines are suddenly swept away by a giant flying fish. Afterwards, they arrive in an unknown land, where they encounter a man called Master Mage Clef. Clef informs the girls that they were summoned by Princess Emeraude to fulfill their destinies as Magic Knights, restoring peace and balance in Cephiro. The formerly lively and peaceful land has been in disarray ever since High Priest Zagato imprisoned the princess, who acted as Cephiro's pillar of stability. The Magic Knights reluctantly accept Clef's words as truth and embark on a journey to save Cephiro from the clutches of evil.|Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",1
367,Akazukin Chacha OVA,OVA,Nihon Ad Systems,Gallop,Manga,G - All Ages,8558,0.2674165457184325,"J-pop idol group CHAM! has spent the last two years entertaining its fans. Sadly, all good things must come to an end, and CHAM! must see one of its members, Mima Kirigoe, leave the group to pursue her acting career. While Mima's choice is met with a mixed response, she hopes her fans will continue to support her. However, Mima's life begins to change drastically after her departure from the group. Wanting to shed her pop-idol image, she takes on a role in a crime drama series, and her career as an actress gradually becomes more demanding and taxing for both Mima and her manager, Rumi Hidaka. To add to Mima's growing unease, an obsessed fan who is incapable of accepting that Mima has quit being an innocent idol, begins stalking her; a new anonymous website begins to impersonate her life with intricate detail; and CHAM! also appears to be doing better without her. One by one, each disturbing development drives Mima to become increasingly unhinged and unable to distinguish reality from fantasy.|Dementia, Drama, Horror, Psychological",5
369,Boogiepop wa Warawanai,TV,"VAP, d-rights",Madhouse,Light novel,R+ - Mild Nudity,1477,9.419237668161434,"The fearsome warrior Taishaku-ten rebelled against the world-ruling gods three hundred years ago and began his own oppressive reign. His dominion remained unchecked for years—until one day, the blind prophet Kuyou prophesied that warriors known as the Six Stars and a child of the vanished race called Ashura would defeat Taishaku-ten. Ashura, marked by his pointed ears and golden eyes; Yasha-ou, a robust warrior; and four other Stars prepare to challenge Taishaku-ten. In order to do so, they must journey across tarnished landscapes and battle monstrous demons that have plagued the land. But as the wheels of fate turn, Ashura and Yasha-ou must find the sixth Star before it is too late.|Adventure, Drama, Fantasy",1
370,Burn Up Excess,TV,AIC,Magic Bus,Original,PG-13 - Teens 13 or older,5063,0.6452165424210152,"fter meeting a traveling prince who consoled her after the deaths of her parents, Utena Tenjou vowed to become a prince herself. The prince left Utena only with a ring bearing a strange rose crest and a promise that she would meet him again some day. A few years later, Utena attends Ootori Academy, where she is drawn into a dangerous game. Duelists with rings matching Utena's own compete for a unique prize: the Rose Bride, Anthy Himemiya, and her mysterious powers. When Utena wins Anthy in a duel, she realizes that if she is to free Anthy and discover the secrets behind Ootori Academy, she has only one option: to revolutionize the world. Shoujo Kakumei Utena blends surrealist imagery and ideas with complex allegories and metaphors to create a unique coming-of-age story with themes including idealism, illusions, adulthood, and identity.|Comedy, Drama, Fantasy, Mystery, Psychological, Shoujo",5
371,Cardcaptor Sakura Movie 1,Movie,"Bandai Visual, Shochiku, Shelty",Madhouse,Manga,PG - Children,1611,38.78369361702127,"ll eyes are on Utena Tenjou, a mysterious transfer student to Ohtori Academy. But Utena's eyes seem to be fixed on one familiar face that stands out among the rest—Touga Kiryuu, Utena's childhood friend. Touga knows of Utena's past and possesses knowledge of the Mark of the Rose, a set of unique rings worn by those who compete for the hand of the Rose Bride. The Rose Bride, Himemiya Anthy, belongs to whomever wins her in a duel, and the one that wins all the duels is said to be given the power to bring revolution to the world. Utena is drawn into the duels, but Touga and their complicated history together may end up unraveling everything. Nothing is as it seems in this retelling of the original anime series.|Dementia, Drama, Fantasy, Romance, Shoujo, Shoujo Ai",5
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Movie,"Bandai Visual, Shochiku, Kodansha, Shelty, Amber Film Works",Madhouse,Manga,PG - Children,1448,178.4399312714777,"Naruto Uzumaki and his squadmates, Sasuke Uchiha and Sakura Haruno, are sent on a mission to escort a movie crew on its way to film in the Land of Snow. They soon find out that they are accompanying a famous actress, Yukie Fujikaze, who persistently refuses to travel there, making the trip far more difficult than originally intended. After a surprising encounter with ninjas from the Land of Snow, Naruto discovers that there is more to Yukie than meets the eye. Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! follows the group as they attempt to overcome the obstacles in the Land of Snow and unveil Yukie's true purpose there as well.|Adventure, Comedy, Historical, Supernatural, Drama, Shounen",2
373,Bannou Bunka Neko-Musume,OVA,"Starchild Records, Movic","Studio Fantasia, animate Film",Manga,PG-13 - Teens 13 or older,5053,0.737740877408774,"Kei and Mizuho are having some marital difficulties, and Mizuho's family decides it's high time for a visit. (Source: ANN)|Comedy, Ecchi, Romance, Sci-Fi",6
375,Bannou Bunka Neko-Musume (1998),TV,Movic,Production Reed,Original,PG-13 - Teens 13 or older,5976,0.3718992855898241,"Inuyasha and company have finally destroyed Naraku. And each start to go in their separate ways. Sango going to find her younger brother Kohaku; Miroku back to his old home; Inuyasha, Kagome and Shippou go to gather the rest of the Shikon shards. Unfortunately this peace is not to last. Shortly afterwards the full moon rises, and just keeps rising each night bringing with it the promise of danger. Kagura and Kanna go in search of a mirror, where locked inside is the ruler of the eternal night, Kaguya. To set her free they must gather five items and drop them into the five lakes of Fuji. Setting her free means the worst danger for Inuyasha and the others. Who are forced to face this new threat. (Source: ANN)|Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",1
376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",Special,VAP,Arms,Manga,R+ - Mild Nudity,897,31.850510819439517,"Izayoi and Inu no Taishou, Inuyasha's parents, are having problems with a human named Setsuna no Takemaru. Sou'unga a magical sword that has been sealed away for 700 years is found. Now everyone is after the sword and its powers but it seems the sword has something else in mind. (Source: ANN)|Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",1
377,eX-Driver,OVA,"Bandai Visual, Genco","Actas, Production Reed",Original,PG-13 - Teens 13 or older,5169,0.7560172341319883,"s an expression of gratitude for the heroes of both the "".hack//Sign"" and the "".hack"" game series, Helba has prepared a special event for all the characters to find the newly established ""Twilight Hot Springs."" The characters can get their well deserved rest and relaxation by having a soak in the wonderful hot springs, but there is only one problem—the hot springs are hidden and there have been mysterious player murders. With the only clue being the word “GIFT,"" the race has begun to find the culprit and the location of the hot springs.|Comedy, Fantasy, Game",5
378,eX-Driver the Movie,Movie,"Bandai Visual, Genco",Actas,Original,PG-13 - Teens 13 or older,6940,0.3831230769230769,"andou Rino is a young girl with a head full of air and a talking puppet on her hand. She is accepted into the illustrious Gokujou all-girl's school, and is summarily, almost curiously, accepted as part of the even more illustrious Gokujou Student Council, who has more power and business ventures than most large businesses. Now a part of the student council, she befriends the talented members of the Gokujou Student Council, leaving one to wonder how a girl with seemingly no talents or redeeming qualities would get chosen for such a group. (Source: ANN)|Comedy, School, Slice of Life",6
379,Heppoko Jikken Animation Excel♥Saga,TV,Victor Entertainment,J.C.Staff,Manga,R - 17+ (violence & profanity),1485,19.90265991133629,"""Mushi"": the most basic forms of life in the world. They exist without any goals or purposes aside from simply ""being."" They are beyond the shackles of the words ""good"" and ""evil."" Mushi can exist in countless forms and are capable of mimicking things from the natural world such as plants, diseases, and even phenomena like rainbows. This is, however, just a vague definition of these entities that inhabit the vibrant world of Mushishi, as to even call them a form of life would be an oversimplification. Detailed information on Mushi is scarce because the majority of humans are unaware of their existence. So what are Mushi and why do they exist? This is the question that a ""Mushishi,"" Ginko, ponders constantly. Mushishi are those who research Mushi in hopes of understanding their place in the world's hierarchy of life. Ginko chases rumors of occurrences that could be tied to Mushi, all for the sake of finding an answer. It could, after all, lead to the meaning of life itself.|Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",2
380,Fushigi Yuugi OVA,OVA,"Bandai Visual, Movic",Studio Pierrot,Manga,PG-13 - Teens 13 or older,3670,3.4342818336162986,"Embarrassed to be the only member of the Electric Brain Study Society who doesn’t own a computer, Akira Takaoka is thrilled when an electronics store advertises a PC9821 for only ninety-eight thousand yen. The deal is limited to the first five customers; unfortunately, by the time Akira gets there, the PCs are sold out. However, a mysterious man in the back alley offers him the exact same deal. Akira takes the deal, only to realize that this PC is not a 9821 version, but a 2198 version instead. It turns out that the PC2198 is an advanced bio-type computer that needs a nearly constant input of sperm to function! The PC2198, named Mimi, now has to defend Akira from the evil Apple Nacintosh sisters who want to take over the entire Japanese PC market. Will the embarrassed Akira be able to supply Mimi with what she needs to win?|Comedy, Ecchi, Magic, Sci-Fi, Seinen",5
382,Futari Ecchi,OVA,Half H.P Studio,Chaos Project,Manga,R+ - Mild Nudity,2997,2.047802984165652,"The crew comes upon Crown Island where the animals can talk and they makes Chopper their new king. But there are human hunters there also looking for the legendary horns that will give the person who consumes it immense power. Luffy and friends must stop them from destroying this animal kingdom. (Source: ANN)|Action, Adventure, Comedy, Super Power, Fantasy, Shounen",2
383,Galaxy Angel,TV,"Bandai Visual, Broccoli, Studio Jack",Madhouse,Game,PG-13 - Teens 13 or older,3343,2.429341843971631,"uffy and crew arrive at the harbour of Anabaru. The local casino is holding a competition in which the winner will obtain a huge monetary reward if he reaches the finishing line first. Nami is elated and decides to participate in the competition. However, there is a conspiracy going behind the competition and the mastermind is an ex-military commander, Gasparde. His plan is to lure all the pirates to the military base and send them to their deaths. Luffy and gang have to overcome the numerous tests and tribulations along the way to complete this dead-end adventure. (Source: ANN)|Action, Adventure, Comedy, Super Power, Fantasy, Shounen",2
384,Gantz,TV,Fuji TV,Gonzo,Manga,R+ - Mild Nudity,491,34.72003756139844,"""If you are a pirate among pirates among pirates among pirates, then gather your steadfast crew of friends and set sail for our island."" Upon finding an advertisement with these words on it for Omatsuri Island, the only recreational resort on the Grand Line, Monkey D. Luffy and his Straw Hat Crew set out for it immediately. Enticed by the island's casinos, spas, beautiful women, and exquisite cuisine, the crew are eager to relax and enjoy themselves. Much to their disappointment though, they are told upon arrival that they will first have to pass Baron Omatsuri's ""Ordeals of Hell."" Once they complete this series of challenges, they will be able to enjoy the resort. However, problems begin to surface the longer they stay on the island. As strange events continue to unfold, the Straw Hat Crew find themselves at odds with one another, disagreeing at every turn. Will the Straw Hat Crew be able to figure out the truth behind Omatsuri Island, or will they fall apart from infighting first?|Adventure, Comedy, Fantasy, Shounen",2
385,Gilgamesh,TV,Kansai Telecasting,"Group TAC, Japan Vistec",Manga,R - 17+ (violence & profanity),2776,1.7735608712563204,"The Straw Hat crew salvages a treasure chest from a sinking wreck, inside which they find an old lady. To get the pirates to take her home, she promises them the treasure of a golden crown on her island: Mecha Island. Upon arrival, the crew is attacked by the lord of the island but he has a change of heart and decides to seek their help to solve the mystery of the Golden Crown. (Source: ANN, edited)|Adventure, Comedy, Fantasy, Shounen",2
386,H2,TV,Asahi Broadcasting,Production Reed,Manga,PG-13 - Teens 13 or older,5425,1.0465266106442577,"In the not so distant future, mankind has advanced to a state where complete body transplants from flesh to machine is possible. This allows for great increases in both physical and cybernetic prowess and blurring the lines between the two worlds. However, criminals can also make full use of such technology, leading to new and sometimes, very dangerous crimes. In response to such innovative new methods, the Japanese Government has established Section 9, an independently operating police unit which deals with such highly sensitive crimes. Led by Daisuke Aramaki and Motoko Kusanagi, Section 9 deals with such crimes over the entire social spectrum, usually with success. However, when faced with a new A level hacker nicknamed ""The Laughing Man,"" the team is thrown into a dangerous cat and mouse game, following the hacker's trail as it leaves its mark on Japan.|Action, Military, Sci-Fi, Police, Mecha, Seinen",2
387,Haibane Renmei,TV,"Kadokawa Shoten, Fuji TV, Studio Tulip",Radix,Other,PG-13 - Teens 13 or older,700,136.9010766423358,"h Major Motoko Kusanagi missing, Section 9's Batou is assigned to investigate a string of gruesome murders—seemingly at the hands of faulty gynoids, or sex robots. But when a faulty gynoid leaves Batou a cryptic message, he begins to question the cause of their malfunctions. Suspicions of politically motivated murder and an illegal ""ghost"" quickly crop up, drawing Batou and his partner Togusa into a perilous web of conspiracy. As their investigation goes on, the line between man and machine continues to blur, and reality and perception become indistinguishable. Confronting strange and dangerous foes, Batou and Togusa explore a futuristic world filled with machines and living dolls but utterly devoid of humanity.|Military, Sci-Fi, Police, Psychological, Mecha",2
